state,county,candidate,votes_2016,votes_2020
texas,milam,the dem,2051,2496
texas,milam,trump,6364,7984
texas,mills,other,51,17
texas,mills,the dem,243,271
texas,mills,trump,1951,2217
texas,mitchell,other,62,13
texas,mitchell,the dem,354,397
texas,mitchell,trump,1780,2170
texas,montague,other,193,120
texas,montague,the dem,885,1097
texas,montague,trump,7526,8615
texas,montgomery,other,8483,3784
texas,montgomery,the dem,45835,74377
texas,montgomery,trump,150314,193382
texas,moore,other,209,87
texas,moore,the dem,1098,1062
texas,moore,trump,3977,4359
texas,morris,other,102,46
texas,morris,the dem,1425,1664
texas,morris,trump,3443,3841
texas,motley,other,9,2
texas,motley,the dem,40,46
texas,motley,trump,566,604
texas,nacogdoches,other,1005,407
texas,nacogdoches,the dem,6846,9000
texas,nacogdoches,trump,14771,17378
texas,navarro,other,437,250
texas,navarro,the dem,4002,5101
texas,navarro,trump,11994,13800
texas,newton,other,90,39
texas,newton,the dem,1156,1173
texas,newton,trump,4288,4882
texas,nolan,other,276,74
texas,nolan,the dem,1029,1162
texas,nolan,trump,3552,4131
texas,nueces,other,4441,2009
texas,nueces,the dem,49198,60925
texas,nueces,trump,50766,64617
texas,ochiltree,other,100,45
texas,ochiltree,the dem,274,302
texas,ochiltree,trump,2628,2812
texas,oldham,other,20,13
texas,oldham,the dem,78,81
texas,oldham,trump,850,917
texas,orange,other,752,451
texas,orange,the dem,5735,6357
texas,orange,trump,25513,29186
texas,palo pinto,other,278,136
texas,palo pinto,the dem,1708,2178
texas,palo pinto,trump,8284,10179
texas,panola,other,136,75
texas,panola,the dem,1835,2057
texas,panola,trump,8445,9326
texas,parker,other,2000,1066
texas,parker,the dem,8344,13017
texas,parker,trump,46473,62045
texas,parmer,other,66,27
texas,parmer,the dem,484,488
texas,parmer,trump,1911,2135
texas,pecos,other,162,78
texas,pecos,the dem,1554,1382
texas,pecos,trump,2468,3215
texas,polk,other,489,226
texas,polk,the dem,4187,5387
texas,polk,trump,15176,18573
texas,potter,other,1364,596
texas,potter,the dem,7657,9921
texas,potter,trump,19630,22820
texas,presidio,other,88,35
texas,presidio,the dem,1458,1463
texas,presidio,trump,474,721
texas,rains,other,105,56
texas,rains,the dem,628,842
texas,rains,trump,3968,5155
texas,randall,other,2476,1076
texas,randall,the dem,8367,12802
texas,randall,trump,43462,50796
texas,reagan,other,28,10
texas,reagan,the dem,167,172
texas,reagan,trump,709,942
texas,real,other,37,19
texas,real,the dem,262,320
texas,real,trump,1382,1643
texas,red river,other,86,49
texas,red river,the dem,1149,1246
texas,red river,trump,3926,4517
texas,reeves,other,108,42
texas,reeves,the dem,1659,1394
texas,reeves,trump,1417,2249
texas,refugio,other,84,48
texas,refugio,the dem,1034,1108
texas,refugio,trump,1830,2210
texas,roberts,other,10,4
texas,roberts,the dem,20,17
texas,roberts,trump,524,529
texas,robertson,other,164,90
texas,robertson,the dem,2203,2374
texas,robertson,trump,4668,5646
texas,rockwall,other,1830,891
texas,rockwall,the dem,9633,16412
texas,rockwall,trump,28396,36726
texas,runnels,other,79,50
texas,runnels,the dem,453,552
texas,runnels,trump,3250,3807
texas,rusk,other,384,233
texas,rusk,the dem,3935,4629
texas,rusk,trump,14675,16534
texas,sabine,other,39,38
texas,sabine,the dem,614,669
texas,sabine,trump,3992,4784
texas,san augustine,other,37,15
texas,san augustine,the dem,910,980
texas,san augustine,trump,2622,3007
texas,san jacinto,other,246,142
texas,san jacinto,the dem,2038,2337
texas,san jacinto,trump,8059,10161
texas,san patricio,other,755,387
texas,san patricio,the dem,7871,8988
texas,san patricio,trump,13030,16516
texas,san saba,other,39,7
texas,san saba,the dem,293,287
texas,san saba,trump,2025,2308
texas,schleicher,other,30,8
texas,schleicher,the dem,208,211
texas,schleicher,trump,820,940
texas,scurry,other,146,68
texas,scurry,the dem,733,818
texas,scurry,trump,4410,4983
texas,shackelford,other,23,15
texas,shackelford,the dem,103,130
texas,shackelford,trump,1378,1484
texas,shelby,other,149,44
texas,shelby,the dem,1758,2068
texas,shelby,trump,7179,7975
texas,sherman,other,32,15
texas,sherman,the dem,95,91
texas,sherman,trump,807,885
texas,smith,other,3538,1380
texas,smith,the dem,22300,29615
texas,smith,trump,58930,69080
texas,somervell,other,150,84
texas,somervell,the dem,540,768
texas,somervell,trump,3206,4105
texas,starr,other,227,175
texas,starr,the dem,9289,9099
texas,starr,trump,2224,8224
texas,stephens,other,79,23
texas,stephens,the dem,348,397
texas,stephens,trump,3034,3385
texas,sterling,other,14,4
texas,sterling,the dem,70,51
texas,sterling,trump,549,584
texas,stonewall,other,11,5
texas,stonewall,the dem,135,116
texas,stonewall,trump,555,615
texas,sutton,other,28,15
texas,sutton,the dem,313,322
texas,sutton,trump,1075,1222
texas,swisher,other,71,33
texas,swisher,the dem,462,478
texas,swisher,trump,1671,1845
texas,tarrant,other,34201,13389
texas,tarrant,the dem,288392,411567
texas,tarrant,trump,345921,409741
texas,taylor,other,2424,1098
texas,taylor,the dem,10085,14588
texas,taylor,trump,33250,39547
texas,terrell,other,10,5
texas,terrell,the dem,140,119
texas,terrell,trump,287,334
texas,terry,other,143,43
texas,terry,the dem,753,757
texas,terry,trump,2459,2812
texas,throckmorton,other,9,6
texas,throckmorton,the dem,84,82
texas,throckmorton,trump,715,806
texas,titus,other,311,115
texas,titus,the dem,2597,2856
texas,titus,trump,6511,7570
texas,tom green,other,1812,653
texas,tom green,the dem,9173,12185
texas,tom green,trump,27494,32258
texas,travis,other,33251,13152
texas,travis,the dem,308260,435860
texas,travis,trump,127209,161337
texas,trinity,other,94,36
texas,trinity,the dem,1142,1323
texas,trinity,trump,4699,5579
texas,tyler,other,144,76
texas,tyler,the dem,1248,1403
texas,tyler,trump,6624,8194
texas,upshur,other,424,206
texas,upshur,the dem,2380,2877
texas,upshur,trump,13209,15809
texas,upton,other,54,20
texas,upton,the dem,286,169
texas,upton,trump,1007,1170
texas,uvalde,other,262,97
texas,uvalde,the dem,3867,4073
texas,uvalde,trump,4835,6174
texas,val verde,other,759,217
texas,val verde,the dem,6920,6770
texas,val verde,trump,5856,8284
texas,van zandt,other,618,208
texas,van zandt,the dem,2799,3516
texas,van zandt,trump,18473,22270
texas,victoria,other,982,488
texas,victoria,the dem,8866,10380
texas,victoria,trump,21275,23358
texas,walker,other,821,399
texas,walker,the dem,6091,7884
texas,walker,trump,12884,15375
texas,waller,other,505,283
texas,waller,the dem,5748,8164
texas,waller,trump,10531,14233
texas,ward,other,115,40
texas,ward,the dem,783,764
texas,ward,trump,2547,3241
texas,washington,other,501,229
texas,washington,the dem,3382,4261
texas,washington,trump,10945,12959
texas,webb,other,1651,788
texas,webb,the dem,42307,41842
texas,webb,trump,12947,25904
texas,wharton,other,345,156
texas,wharton,the dem,4238,4694
texas,wharton,trump,10149,11926
texas,wheeler,other,25,10
texas,wheeler,the dem,194,168
texas,wheeler,trump,2087,2159
texas,wichita,other,1718,810
texas,wichita,the dem,8770,13161
texas,wichita,trump,27631,32069
texas,wilbarger,other,130,44
texas,wilbarger,the dem,809,956
texas,wilbarger,trump,3166,3524
texas,willacy,other,125,39
texas,willacy,the dem,3422,3108
texas,willacy,trump,1548,2441
texas,williamson,other,14438,6630
texas,williamson,the dem,84468,142309
texas,williamson,trump,104175,138567
texas,wilson,other,644,219
texas,wilson,the dem,4790,6350
texas,wilson,trump,13998,18463
texas,winkler,other,53,15
texas,winkler,the dem,420,358
texas,winkler,trump,1403,1753
texas,wise,other,694,360
texas,wise,the dem,3412,4973
texas,wise,trump,20670,27032
texas,wood,other,397,221
texas,wood,the dem,2630,3509
texas,wood,trump,15700,19049
texas,yoakum,other,80,42
texas,yoakum,the dem,426,420
texas,yoakum,trump,1797,2174
texas,young,other,230,95
texas,young,the dem,876,1034
texas,young,trump,6601,7110
texas,zapata,other,50,19
texas,zapata,the dem,2063,1826
texas,zapata,trump,1029,2033
texas,zavala,other,65,28
texas,zavala,the dem,2633,2864
texas,zavala,trump,692,1490
utah,beaver,other,403,48
utah,beaver,the dem,264,357
utah,beaver,trump,1838,2695
utah,box elder,other,5366,1002
utah,box elder,the dem,2282,4473
utah,box elder,trump,12230,21548
utah,cache,other,17964,3676
utah,cache,the dem,9023,16650
utah,cache,trump,21165,38032
utah,carbon,other,1007,284
utah,carbon,the dem,1717,2392
utah,carbon,trump,5275,6693
utah,daggett,other,96,12
utah,daggett,the dem,106,111
utah,daggett,trump,410,496
utah,davis,other,49284,8268
utah,davis,the dem,28776,57411
utah,davis,trump,62217,104135
utah,duchesne,other,980,206
utah,duchesne,the dem,500,843
utah,duchesne,trump,5508,7512
utah,emery,other,509,119
utah,emery,the dem,379,572
utah,emery,trump,3402,4207
utah,garfield,other,399,60
utah,garfield,the dem,358,514
utah,garfield,trump,1606,2158
utah,grand,other,666,131
utah,grand,the dem,1960,2806
utah,grand,trump,1975,2248
utah,iron,other,3820,1223
utah,iron,the dem,2450,4892
utah,iron,trump,11561,18989
utah,juab,other,952,133
utah,juab,the dem,442,645
utah,juab,trump,2827,5087
utah,kane,other,532,99
utah,kane,the dem,741,1083
utah,kane,trump,2265,2998
utah,millard,other,978,162
utah,millard,the dem,431,624
utah,millard,trump,3858,5404
utah,morgan,other,1457,339
utah,morgan,the dem,577,1086
utah,morgan,trump,3188,5181
utah,piute,other,57,12
utah,piute,the dem,47,86
utah,piute,trump,626,773
utah,rich,other,217,32
utah,rich,the dem,104,180
utah,rich,trump,797,1157
utah,salt lake,other,109837,26501
utah,salt lake,the dem,175863,289906
utah,salt lake,trump,138043,230174
utah,san juan,other,847,229
utah,san juan,the dem,2042,3113
utah,san juan,trump,2645,3535
utah,sanpete,other,2513,372
utah,sanpete,the dem,1061,1794
utah,sanpete,trump,6673,10459
utah,sevier,other,1260,226
utah,sevier,the dem,695,1084
utah,sevier,trump,6740,9052
utah,summit,other,3049,590
utah,summit,the dem,10503,15244
utah,summit,trump,7333,10252
utah,tooele,other,6250,1549
utah,tooele,the dem,4573,8943
utah,tooele,trump,11169,21014
utah,uintah,other,2059,379
utah,uintah,the dem,995,1663
utah,uintah,trump,9810,13261
utah,utah,other,72940,15441
utah,utah,the dem,28522,76033
utah,utah,trump,102182,192812
utah,wasatch,other,3088,808
utah,wasatch,the dem,3063,6187
utah,wasatch,trump,6115,10795
utah,washington,other,9503,3246
utah,washington,the dem,10288,20530
utah,washington,trump,42650,67294
utah,wayne,other,207,27
utah,wayne,the dem,271,365
utah,wayne,trump,1526,1229
utah,weber,other,22640,4759
utah,weber,the dem,23131,40695
utah,weber,trump,40235,65949
vermont,addison,other,2515,953
vermont,addison,the dem,11219,14967
vermont,addison,trump,5297,6292
vermont,bennington,other,1917,821
vermont,bennington,the dem,9539,12705
vermont,bennington,trump,5925,7114
vermont,caledonia,other,2095,772
vermont,caledonia,the dem,6445,9011
vermont,caledonia,trump,5534,6551
vermont,chittenden,other,9853,3878
vermont,chittenden,the dem,54814,74963
vermont,chittenden,trump,18601,21018
vermont,essex,other,400,138
vermont,essex,the dem,1019,1405
vermont,essex,trump,1506,1774
vermont,franklin,other,3308,1198
vermont,franklin,the dem,9351,13612
vermont,franklin,trump,8752,11274
vermont,grand isle,other,528,197
vermont,grand isle,the dem,2094,2905
vermont,grand isle,trump,1487,1810
vermont,lamoille,other,1951,689
vermont,lamoille,the dem,7241,10240
vermont,lamoille,trump,3570,4163
vermont,orange,other,2101,836
vermont,orange,the dem,7541,10304
vermont,orange,trump,5007,6187
vermont,orleans,other,1702,556
vermont,orleans,the dem,5185,7147
vermont,orleans,trump,5159,6512
vermont,rutland,other,3501,1389
vermont,rutland,the dem,13635,18231
vermont,rutland,trump,12479,14672
vermont,washington,other,4499,1575
vermont,washington,the dem,18594,25192
vermont,washington,trump,7993,8928
vermont,windham,other,2840,1071
vermont,windham,the dem,14340,18767
vermont,windham,trump,5454,6440
vermont,windsor,other,3767,1361
vermont,windsor,the dem,17556,23377
vermont,windsor,trump,8605,9973
virginia,accomack,other,495,212
virginia,accomack,the dem,6740,7578
virginia,accomack,trump,8583,9172
virginia,albemarle,other,4122,1387
virginia,albemarle,the dem,33345,42466
virginia,albemarle,trump,19259,20804
virginia,alexandria city,other,5243,1737
virginia,alexandria city,the dem,57242,66240
virginia,alexandria city,trump,13285,14544
virginia,alleghany,other,285,101
virginia,alleghany,the dem,2166,2243
virginia,alleghany,trump,4874,5859
virginia,amelia,other,204,93
virginia,amelia,the dem,2128,2411
virginia,amelia,trump,4708,5390
virginia,amherst,other,620,292
virginia,amherst,the dem,5057,5672
virginia,amherst,trump,9719,11041
virginia,appomattox,other,273,148
virginia,appomattox,the dem,2023,2418
virginia,appomattox,trump,5715,6702
virginia,arlington,other,9154,3077
virginia,arlington,the dem,92016,105344
virginia,arlington,trump,20186,22318
virginia,augusta,other,2003,724
virginia,augusta,the dem,8177,10840
virginia,augusta,trump,26163,30714
virginia,bath,other,102,21
virginia,bath,the dem,603,646
virginia,bath,trump,1548,1834
virginia,bedford,other,2098,893
virginia,bedford,the dem,9768,12176
virginia,bedford,trump,30659,35600
virginia,bland,other,113,44
virginia,bland,the dem,453,532
virginia,bland,trump,2573,2903
virginia,botetourt,other,870,324
virginia,botetourt,the dem,4494,5700
virginia,botetourt,trump,13375,15099
virginia,bristol city,other,305,154
virginia,bristol city,the dem,1835,2313
virginia,bristol city,trump,4892,5347
virginia,brunswick,other,142,39
virginia,brunswick,the dem,4481,4552
virginia,brunswick,trump,3046,3357
virginia,buchanan,other,230,59
virginia,buchanan,the dem,1721,1587
virginia,buchanan,trump,7296,8311
virginia,buckingham,other,217,114
virginia,buckingham,the dem,3128,3471
virginia,buckingham,trump,3950,4544
virginia,buena vista city,other,284,88
virginia,buena vista city,the dem,693,825
virginia,buena vista city,trump,1430,1863
virginia,campbell,other,1320,586
virginia,campbell,the dem,6664,8070
virginia,campbell,trump,19551,21245
virginia,caroline,other,1284,295
virginia,caroline,the dem,6432,7657
virginia,caroline,trump,7147,8336
virginia,carroll,other,446,156
virginia,carroll,the dem,2559,2842
virginia,carroll,trump,10663,12659
virginia,charles city,other,135,56
virginia,charles city,the dem,2496,2624
virginia,charles city,trump,1476,1761
virginia,charlotte,other,174,59
virginia,charlotte,the dem,2155,2317
virginia,charlotte,trump,3479,3815
virginia,charlottesville city,other,1611,423
virginia,charlottesville city,the dem,17901,20696
virginia,charlottesville city,trump,2960,3094
virginia,chesapeake city,other,6031,2689
virginia,chesapeake city,the dem,52627,66377
virginia,chesapeake city,trump,54047,58180
virginia,chesterfield,other,10342,3694
virginia,chesterfield,the dem,81074,106935
virginia,chesterfield,trump,85045,93326
virginia,clarke,other,501,225
virginia,clarke,the dem,3051,3920
virginia,clarke,trump,4661,5192
virginia,colonial heights city,other,409,181
virginia,colonial heights city,the dem,2367,2972
virginia,colonial heights city,trump,5681,6007
virginia,covington city,other,119,59
virginia,covington city,the dem,914,964
virginia,covington city,trump,1349,1580
virginia,craig,other,113,47
virginia,craig,the dem,541,587
virginia,craig,trump,2140,2536
virginia,culpeper,other,1110,487
virginia,culpeper,the dem,7759,10617
virginia,culpeper,trump,13349,16012
virginia,cumberland,other,173,67
virginia,cumberland,the dem,2036,2227
virginia,cumberland,trump,2697,3019
virginia,danville city,other,590,318
virginia,danville city,the dem,11059,11710
virginia,danville city,trump,7303,7428
virginia,dickenson,other,173,56
virginia,dickenson,the dem,1335,1503
virginia,dickenson,trump,4932,5748
virginia,dinwiddie,other,363,173
virginia,dinwiddie,the dem,5765,6224
virginia,dinwiddie,trump,7447,8695
virginia,emporia city,other,48,18
virginia,emporia city,the dem,1530,1612
virginia,emporia city,trump,789,754
virginia,essex,other,209,65
virginia,essex,the dem,2542,3038
virginia,essex,trump,2657,3075
virginia,fairfax,other,38340,12899
virginia,fairfax,the dem,355133,419943
virginia,fairfax,trump,157710,168401
virginia,fairfax city,other,961,306
virginia,fairfax city,the dem,7367,9174
virginia,fairfax city,trump,3702,4007
virginia,falls church city,other,614,183
virginia,falls church city,the dem,5819,7146
virginia,falls church city,trump,1324,1490
virginia,fauquier,other,2369,1000
virginia,fauquier,the dem,12971,17565
virginia,fauquier,trump,22127,25106
virginia,floyd,other,458,183
virginia,floyd,the dem,2300,3004
virginia,floyd,trump,5293,6225
virginia,fluvanna,other,812,277
virginia,fluvanna,the dem,5760,7414
virginia,fluvanna,trump,7025,8155
virginia,franklin,other,1145,428
virginia,franklin,the dem,7257,8381
virginia,franklin,trump,18569,20895
virginia,franklin city,other,130,52
virginia,franklin city,the dem,2519,2525
virginia,franklin city,trump,1421,1487
virginia,frederick,other,2425,953
virginia,frederick,the dem,11932,17207
virginia,frederick,trump,26083,30558
virginia,fredericksburg city,other,813,323
virginia,fredericksburg city,the dem,6707,8517
virginia,fredericksburg city,trump,3744,4037
virginia,galax city,other,92,24
virginia,galax city,the dem,681,777
virginia,galax city,trump,1603,1838
virginia,giles,other,352,146
virginia,giles,the dem,1950,2156
virginia,giles,trump,5910,6876
virginia,gloucester,other,1119,445
virginia,gloucester,the dem,5404,6964
virginia,gloucester,trump,13096,14875
virginia,goochland,other,764,301
virginia,goochland,the dem,4889,6685
virginia,goochland,trump,8384,9966
virginia,grayson,other,286,67
virginia,grayson,the dem,1407,1535
virginia,grayson,trump,5592,6529
virginia,greene,other,739,284
virginia,greene,the dem,2924,4163
virginia,greene,trump,5945,6866
virginia,greensville,other,68,33
virginia,greensville,the dem,2558,2627
virginia,greensville,trump,1737,1914
virginia,halifax,other,400,164
virginia,halifax,the dem,6897,7666
virginia,halifax,trump,9704,10418
virginia,hampton city,other,3142,1307
virginia,hampton city,the dem,41312,46220
virginia,hampton city,trump,17902,18430
virginia,hanover,other,3741,1363
virginia,hanover,the dem,19382,25307
virginia,hanover,trump,39630,44318
virginia,harrisonburg city,other,1519,480
virginia,harrisonburg city,the dem,10212,11022
virginia,harrisonburg city,trump,6262,5591
virginia,henrico,other,9862,3287
virginia,henrico,the dem,93935,116572
virginia,henrico,trump,59857,63440
virginia,henry,other,700,253
virginia,henry,the dem,8198,9127
virginia,henry,trump,15208,16725
virginia,highland,other,62,24
virginia,highland,the dem,371,417
virginia,highland,trump,958,1092
virginia,hopewell city,other,399,178
virginia,hopewell city,the dem,4724,5430
virginia,hopewell city,trump,3885,4020
virginia,isle of wight,other,990,350
virginia,isle of wight,the dem,7881,9399
virginia,isle of wight,trump,12204,13707
virginia,james city,other,2762,933
virginia,james city,the dem,19105,25553
virginia,james city,trump,21306,23153
virginia,king and queen,other,130,75
virginia,king and queen,the dem,1468,1590
virginia,king and queen,trump,2099,2450
virginia,king george,other,711,377
virginia,king george,the dem,4007,5404
virginia,king george,trump,7341,8446
virginia,king william,other,426,157
virginia,king william,the dem,2760,3260
virginia,king william,trump,5975,7320
virginia,lancaster,other,253,87
virginia,lancaster,the dem,2869,3368
virginia,lancaster,trump,3523,3697
virginia,lee,other,229,93
virginia,lee,the dem,1627,1489
virginia,lee,trump,7543,8365
virginia,lexington city,other,185,67
virginia,lexington city,the dem,1514,1791
virginia,lexington city,trump,766,906
virginia,loudoun,other,12353,4516
virginia,loudoun,the dem,100795,138372
virginia,loudoun,trump,69949,82088
virginia,louisa,other,891,353
virginia,louisa,the dem,6212,8269
virginia,louisa,trump,10528,13294
virginia,lunenburg,other,155,47
virginia,lunenburg,the dem,2227,2418
virginia,lunenburg,trump,3204,3537
virginia,lynchburg city,other,2897,1219
virginia,lynchburg city,the dem,14792,18048
virginia,lynchburg city,trump,17982,17097
virginia,madison,other,357,135
virginia,madison,the dem,2203,2698
virginia,madison,trump,4419,5300
virginia,manassas city,other,1035,366
virginia,manassas city,the dem,8423,10356
virginia,manassas city,trump,5953,6256
virginia,manassas park city,other,295,117
virginia,manassas park city,the dem,3204,3992
virginia,manassas park city,trump,1733,1979
virginia,martinsville city,other,225,93
virginia,martinsville city,the dem,3533,3766
virginia,martinsville city,trump,2149,2165
virginia,mathews,other,231,103
virginia,mathews,the dem,1563,1825
virginia,mathews,trump,3517,3901
virginia,mecklenburg,other,372,138
virginia,mecklenburg,the dem,6285,6803
virginia,mecklenburg,trump,8288,9266
virginia,middlesex,other,239,98
virginia,middlesex,the dem,2108,2491
virginia,middlesex,trump,3670,4196
virginia,montgomery,other,3551,1190
virginia,montgomery,the dem,20021,23218
virginia,montgomery,trump,19459,20629
virginia,nelson,other,475,179
virginia,nelson,the dem,3689,4327
virginia,nelson,trump,4154,4812
virginia,new kent,other,578,219
virginia,new kent,the dem,3546,4621
virginia,new kent,trump,8118,9631
virginia,newport news city,other,4629,1794
virginia,newport news city,the dem,45618,53099
virginia,newport news city,trump,25468,26377
virginia,norfolk city,other,4813,2105
virginia,norfolk city,the dem,57023,64440
virginia,norfolk city,trump,21552,23443
virginia,northampton,other,231,110
virginia,northampton,the dem,3255,3667
virginia,northampton,trump,2686,2955
virginia,northumberland,other,244,78
virginia,northumberland,the dem,2852,3252
virginia,northumberland,trump,4302,4485
virginia,norton city,other,56,28
virginia,norton city,the dem,383,464
virginia,norton city,trump,1021,1109
virginia,nottoway,other,203,80
virginia,nottoway,the dem,2829,2971
virginia,nottoway,trump,3712,4027
virginia,orange,other,792,333
virginia,orange,the dem,5957,7995
virginia,orange,trump,10521,12426
virginia,page,other,395,162
virginia,page,the dem,2514,3007
virginia,page,trump,7831,9345
virginia,patrick,other,303,96
virginia,patrick,the dem,1768,1954
virginia,patrick,trump,6454,7485
virginia,petersburg city,other,314,160
virginia,petersburg city,the dem,12021,12389
virginia,petersburg city,trump,1451,1584
virginia,pittsylvania,other,845,361
virginia,pittsylvania,the dem,9199,10115
virginia,pittsylvania,trump,21554,23751
virginia,poquoson city,other,484,198
virginia,poquoson city,the dem,1601,2054
virginia,poquoson city,trump,5092,5605
virginia,portsmouth city,other,1973,898
virginia,portsmouth city,the dem,28497,30948
virginia,portsmouth city,trump,12795,12755
virginia,powhatan,other,955,358
virginia,powhatan,the dem,4060,5320
virginia,powhatan,trump,11885,14055
virginia,prince edward,other,451,168
virginia,prince edward,the dem,4591,4973
virginia,prince edward,trump,4101,4434
virginia,prince george,other,608,233
virginia,prince george,the dem,6419,7103
virginia,prince george,trump,9157,10103
virginia,prince william,other,11673,4182
virginia,prince william,the dem,113144,142863
virginia,prince william,trump,71721,81222
virginia,pulaski,other,673,334
virginia,pulaski,the dem,4172,4925
virginia,pulaski,trump,10322,12127
virginia,radford city,other,522,176
virginia,radford city,the dem,2925,3358
virginia,radford city,trump,2638,2786
virginia,rappahannock,other,197,71
virginia,rappahannock,the dem,1747,2096
virginia,rappahannock,trump,2539,2812
virginia,richmond,other,101,42
virginia,richmond,the dem,1347,1513
virginia,richmond,trump,2213,2547
virginia,richmond city,other,6644,2403
virginia,richmond city,the dem,81259,92175
virginia,richmond city,trump,15581,16603
virginia,roanoke,other,2881,1157
virginia,roanoke,the dem,17200,21801
virginia,roanoke,trump,31408,34268
virginia,roanoke city,other,2391,943
virginia,roanoke city,the dem,22286,26773
virginia,roanoke city,trump,14789,15607
virginia,rockbridge,other,607,203
virginia,rockbridge,the dem,3508,4086
virginia,rockbridge,trump,6680,8088
virginia,rockingham,other,2131,828
virginia,rockingham,the dem,9366,12644
virginia,rockingham,trump,25990,30349
virginia,russell,other,395,134
virginia,russell,the dem,2330,2373
virginia,russell,trump,9521,10879
virginia,salem city,other,797,220
virginia,salem city,the dem,4202,5148
virginia,salem city,trump,7226,7683
virginia,scott,other,272,114
virginia,scott,the dem,1581,1692
virginia,scott,trump,8247,9063
virginia,shenandoah,other,1146,385
virginia,shenandoah,the dem,5273,6836
virginia,shenandoah,trump,14094,16463
virginia,smyth,other,475,165
virginia,smyth,the dem,2665,3008
virginia,smyth,trump,9750,10963
virginia,southampton,other,248,87
virginia,southampton,the dem,3595,3969
virginia,southampton,trump,5035,5730
virginia,spotsylvania,other,3732,1599
virginia,spotsylvania,the dem,24207,34307
virginia,spotsylvania,trump,34623,39411
virginia,stafford,other,4158,1748
virginia,stafford,the dem,27908,40245
virginia,stafford,trump,33868,37636
virginia,staunton city,other,789,316
virginia,staunton city,the dem,5333,6981
virginia,staunton city,trump,5133,5695
virginia,suffolk city,other,1954,884
virginia,suffolk city,the dem,23280,28676
virginia,suffolk city,trump,18006,20082
virginia,surry,other,137,49
virginia,surry,the dem,2272,2397
virginia,surry,trump,1819,2025
virginia,sussex,other,110,42
virginia,sussex,the dem,2879,2827
virginia,sussex,trump,2055,2219
virginia,tazewell,other,503,216
virginia,tazewell,the dem,2895,3205
virginia,tazewell,trump,15168,16731
virginia,virginia beach city,other,14006,5237
virginia,virginia beach city,the dem,91032,117393
virginia,virginia beach city,trump,98224,105087
virginia,warren,other,1018,475
virginia,warren,the dem,5169,6603
virginia,warren,trump,11773,14069
virginia,washington,other,974,397
virginia,washington,the dem,5553,6617
virginia,washington,trump,19320,21679
virginia,waynesboro city,other,639,249
virginia,waynesboro city,the dem,3764,4961
virginia,waynesboro city,trump,4801,5507
virginia,westmoreland,other,290,129
virginia,westmoreland,the dem,3836,4501
virginia,westmoreland,trump,4448,5318
virginia,williamsburg city,other,495,137
virginia,williamsburg city,the dem,5206,4790
virginia,williamsburg city,trump,1925,1963
virginia,winchester city,other,713,282
virginia,winchester city,the dem,5164,6610
virginia,winchester city,trump,4790,5221
virginia,wise,other,376,139
virginia,wise,the dem,2701,3110
virginia,wise,trump,12086,13366
virginia,wythe,other,527,197
virginia,wythe,the dem,2770,3143
virginia,wythe,trump,10046,11733
virginia,york,other,2282,867
virginia,york,the dem,12999,17683
virginia,york,trump,18837,20241
washington,adams,other,400,141
washington,adams,the dem,1299,1814
washington,adams,trump,3083,3907
washington,asotin,other,1099,382
washington,asotin,the dem,3134,4250
washington,asotin,trump,5741,7319
washington,benton,other,10030,3962
washington,benton,the dem,26355,38706
washington,benton,trump,47173,60365
washington,chelan,other,3240,1211
washington,chelan,the dem,12849,19349
washington,chelan,trump,17567,22746
washington,clallam,other,4062,1481
washington,clallam,the dem,17677,24721
washington,clallam,trump,18794,23062
washington,clark,other,23287,8776
washington,clark,the dem,92757,140324
washington,clark,trump,92441,126303
washington,columbia,other,206,73
washington,columbia,the dem,526,668
washington,columbia,trump,1497,1754
washington,cowlitz,other,4970,1918
washington,cowlitz,the dem,17599,23938
washington,cowlitz,trump,23863,34424
washington,douglas,other,1380,542
washington,douglas,the dem,4918,7811
washington,douglas,trump,9603,12955
washington,ferry,other,387,110
washington,ferry,the dem,1098,1486
washington,ferry,trump,2202,2771
washington,franklin,other,2502,1025
washington,franklin,the dem,8803,13340
washington,franklin,trump,12984,18039
washington,garfield,other,112,54
washington,garfield,the dem,271,366
washington,garfield,trump,817,1069
washington,grant,other,2930,1097
washington,grant,the dem,7810,11819
washington,grant,trump,18518,24764
washington,grays harbor,other,3213,1210
washington,grays harbor,the dem,12016,17354
washington,grays harbor,trump,14061,19877
washington,island,other,4848,1966
washington,island,the dem,20960,29213
washington,island,trump,18465,22746
washington,jefferson,other,2186,657
washington,jefferson,the dem,12656,17204
washington,jefferson,trump,6037,6931
washington,king,other,93789,34030
washington,king,the dem,718322,907310
washington,king,trump,216339,269167
washington,kitsap,other,16596,6832
washington,kitsap,the dem,63156,90277
washington,kitsap,trump,49018,61563
washington,kittitas,other,2026,838
washington,kittitas,the dem,7489,11421
washington,kittitas,trump,10100,14105
washington,klickitat,other,1091,364
washington,klickitat,the dem,4194,5959
washington,klickitat,trump,5789,7237
washington,lewis,other,3534,1398
washington,lewis,the dem,9586,14520
washington,lewis,trump,21733,29391
washington,lincoln,other,509,170
washington,lincoln,the dem,1244,1713
washington,lincoln,trump,4108,5150
washington,mason,other,3333,1324
washington,mason,the dem,11993,17269
washington,mason,trump,13677,18710
washington,okanogan,other,1645,542
washington,okanogan,the dem,6267,8900
washington,okanogan,trump,9510,11840
