state,county,candidate,votes_2016,votes_2020
kansas,meade,the dem,210,263
kansas,meade,trump,1415,1523
kansas,miami,other,1028,382
kansas,miami,the dem,3991,5247
kansas,miami,trump,10003,12308
kansas,mitchell,other,157,39
kansas,mitchell,the dem,477,558
kansas,mitchell,trump,2308,2504
kansas,montgomery,other,688,267
kansas,montgomery,the dem,2637,3228
kansas,montgomery,trump,8679,9931
kansas,morris,other,203,46
kansas,morris,the dem,601,729
kansas,morris,trump,1820,2124
kansas,morton,other,50,14
kansas,morton,the dem,147,150
kansas,morton,trump,995,1034
kansas,nemaha,other,273,93
kansas,nemaha,the dem,725,927
kansas,nemaha,trump,4124,4664
kansas,neosho,other,382,111
kansas,neosho,the dem,1501,1796
kansas,neosho,trump,4431,4970
kansas,ness,other,64,25
kansas,ness,the dem,162,149
kansas,ness,trump,1228,1339
kansas,norton,other,113,44
kansas,norton,the dem,281,364
kansas,norton,trump,1840,2007
kansas,osage,other,467,194
kansas,osage,the dem,1753,2136
kansas,osage,trump,4826,5705
kansas,osborne,other,95,35
kansas,osborne,the dem,233,281
kansas,osborne,trump,1460,1629
kansas,ottawa,other,196,75
kansas,ottawa,the dem,424,506
kansas,ottawa,trump,2283,2610
kansas,pawnee,other,178,51
kansas,pawnee,the dem,579,643
kansas,pawnee,trump,1904,2045
kansas,phillips,other,131,45
kansas,phillips,the dem,300,318
kansas,phillips,trump,2233,2418
kansas,pottawatomie,other,856,318
kansas,pottawatomie,the dem,2225,3313
kansas,pottawatomie,trump,7612,9452
kansas,pratt,other,233,96
kansas,pratt,the dem,771,933
kansas,pratt,trump,2838,3108
kansas,rawlins,other,89,29
kansas,rawlins,the dem,163,214
kansas,rawlins,trump,1220,1261
kansas,reno,other,1860,612
kansas,reno,the dem,6837,8886
kansas,reno,trump,15513,18443
kansas,republic,other,130,51
kansas,republic,the dem,375,424
kansas,republic,trump,2024,2182
kansas,rice,other,272,92
kansas,rice,the dem,695,965
kansas,rice,trump,2837,3262
kansas,riley,other,2084,796
kansas,riley,the dem,9341,12765
kansas,riley,trump,10107,11610
kansas,rooks,other,113,35
kansas,rooks,the dem,275,339
kansas,rooks,trump,2031,2325
kansas,rush,other,73,32
kansas,rush,the dem,233,295
kansas,rush,trump,1197,1350
kansas,russell,other,158,77
kansas,russell,the dem,461,600
kansas,russell,trump,2574,2790
kansas,saline,other,1919,595
kansas,saline,the dem,6317,8214
kansas,saline,trump,13828,15722
kansas,scott,other,101,41
kansas,scott,the dem,236,299
kansas,scott,trump,1865,2014
kansas,sedgwick,other,17818,6576
kansas,sedgwick,the dem,69627,95870
kansas,sedgwick,trump,104353,122416
kansas,seward,other,251,89
kansas,seward,the dem,1628,1833
kansas,seward,trump,3159,3372
kansas,shawnee,other,7241,2199
kansas,shawnee,the dem,33926,43015
kansas,shawnee,trump,35934,40443
kansas,sheridan,other,50,16
kansas,sheridan,the dem,127,147
kansas,sheridan,trump,1197,1282
kansas,sherman,other,176,62
kansas,sherman,the dem,347,396
kansas,sherman,trump,2089,2269
kansas,smith,other,84,30
kansas,smith,the dem,297,336
kansas,smith,trump,1661,1763
kansas,stafford,other,102,32
kansas,stafford,the dem,304,357
kansas,stafford,trump,1490,1645
kansas,stanton,other,30,14
kansas,stanton,the dem,115,148
kansas,stanton,trump,492,614
kansas,stevens,other,72,34
kansas,stevens,the dem,220,237
kansas,stevens,trump,1599,1760
kansas,sumner,other,625,232
kansas,sumner,the dem,2080,2591
kansas,sumner,trump,6986,8105
kansas,thomas,other,195,55
kansas,thomas,the dem,473,625
kansas,thomas,trump,2908,3130
kansas,trego,other,57,25
kansas,trego,the dem,198,242
kansas,trego,trump,1227,1363
kansas,wabaunsee,other,232,93
kansas,wabaunsee,the dem,776,964
kansas,wabaunsee,trump,2372,2845
kansas,wallace,other,31,11
kansas,wallace,the dem,46,44
kansas,wallace,trump,721,770
kansas,washington,other,184,45
kansas,washington,the dem,387,475
kansas,washington,trump,2194,2363
kansas,wichita,other,47,11
kansas,wichita,the dem,140,149
kansas,wichita,trump,769,808
kansas,wilson,other,209,78
kansas,wilson,the dem,594,723
kansas,wilson,trump,2788,3153
kansas,woodson,other,88,24
kansas,woodson,the dem,273,294
kansas,woodson,trump,1082,1228
kansas,wyandotte,other,3291,1349
kansas,wyandotte,the dem,30146,36788
kansas,wyandotte,trump,15806,18934
kentucky,adair,other,271,95
kentucky,adair,the dem,1323,1392
kentucky,adair,trump,6637,7276
kentucky,allen,other,276,135
kentucky,allen,the dem,1349,1642
kentucky,allen,trump,6466,7586
kentucky,anderson,other,544,236
kentucky,anderson,the dem,2634,3347
kentucky,anderson,trump,8242,9657
kentucky,ballard,other,124,44
kentucky,ballard,the dem,816,825
kentucky,ballard,trump,3161,3356
kentucky,barren,other,725,274
kentucky,barren,the dem,4275,5127
kentucky,barren,trump,13483,14654
kentucky,bath,other,140,68
kentucky,bath,the dem,1361,1573
kentucky,bath,trump,3082,3986
kentucky,bell,other,234,115
kentucky,bell,the dem,1720,1789
kentucky,bell,trump,7764,8140
kentucky,boone,other,3462,1245
kentucky,boone,the dem,15026,20897
kentucky,boone,trump,39082,44811
kentucky,bourbon,other,435,157
kentucky,bourbon,the dem,2791,3296
kentucky,bourbon,trump,5569,6190
kentucky,boyd,other,842,363
kentucky,boyd,the dem,6021,7083
kentucky,boyd,trump,13591,14295
kentucky,boyle,other,617,297
kentucky,boyle,the dem,4281,5298
kentucky,boyle,trump,8040,8872
kentucky,bracken,other,111,46
kentucky,bracken,the dem,705,800
kentucky,bracken,trump,2711,3398
kentucky,breathitt,other,207,95
kentucky,breathitt,the dem,1537,1301
kentucky,breathitt,trump,3991,4265
kentucky,breckinridge,other,327,146
kentucky,breckinridge,the dem,1960,2350
kentucky,breckinridge,trump,6484,7701
kentucky,bullitt,other,1589,705
kentucky,bullitt,the dem,8255,10551
kentucky,bullitt,trump,26210,30708
kentucky,butler,other,201,83
kentucky,butler,the dem,947,1079
kentucky,butler,trump,4428,4960
kentucky,caldwell,other,208,89
kentucky,caldwell,the dem,1260,1433
kentucky,caldwell,trump,4507,4906
kentucky,calloway,other,929,298
kentucky,calloway,the dem,4749,5794
kentucky,calloway,trump,10367,11351
kentucky,campbell,other,19057,978
kentucky,campbell,the dem,14658,19373
kentucky,campbell,trump,25050,28482
kentucky,carlisle,other,75,16
kentucky,carlisle,the dem,432,463
kentucky,carlisle,trump,2094,2159
kentucky,carroll,other,161,65
kentucky,carroll,the dem,1106,1116
kentucky,carroll,trump,2588,2954
kentucky,carter,other,411,168
kentucky,carter,the dem,2276,2642
kentucky,carter,trump,7587,8775
kentucky,casey,other,190,74
kentucky,casey,the dem,767,918
kentucky,casey,trump,5482,6179
kentucky,christian,other,787,487
kentucky,christian,the dem,7188,8296
kentucky,christian,trump,14108,15080
kentucky,clark,other,786,313
kentucky,clark,the dem,4706,6004
kentucky,clark,trump,10710,11811
kentucky,clay,other,152,82
kentucky,clay,the dem,752,831
kentucky,clay,trump,5861,6677
kentucky,clinton,other,102,49
kentucky,clinton,the dem,547,603
kentucky,clinton,trump,3809,4280
kentucky,crittenden,other,130,60
kentucky,crittenden,the dem,617,731
kentucky,crittenden,trump,3290,3451
kentucky,cumberland,other,105,32
kentucky,cumberland,the dem,459,508
kentucky,cumberland,trump,2502,2769
kentucky,daviess,other,2711,934
kentucky,daviess,the dem,14163,17283
kentucky,daviess,trump,28907,31023
kentucky,edmonson,other,127,76
kentucky,edmonson,the dem,979,1227
kentucky,edmonson,trump,4135,4828
kentucky,elliott,other,115,37
kentucky,elliott,the dem,740,712
kentucky,elliott,trump,2000,2246
kentucky,estill,other,201,83
kentucky,estill,the dem,1108,1355
kentucky,estill,trump,4236,5100
kentucky,fayette,other,9573,3253
kentucky,fayette,the dem,69776,90566
kentucky,fayette,trump,56890,58845
kentucky,fleming,other,187,58
kentucky,fleming,the dem,1348,1474
kentucky,fleming,trump,4722,5534
kentucky,floyd,other,532,217
kentucky,floyd,the dem,4015,3884
kentucky,floyd,trump,11993,12250
kentucky,franklin,other,1324,509
kentucky,franklin,the dem,10717,12650
kentucky,franklin,trump,11819,12900
kentucky,fulton,other,59,25
kentucky,fulton,the dem,774,791
kentucky,fulton,trump,1549,1605
kentucky,gallatin,other,145,72
kentucky,gallatin,the dem,749,822
kentucky,gallatin,trump,2443,2955
kentucky,garrard,other,262,119
kentucky,garrard,the dem,1453,1830
kentucky,garrard,trump,5904,6754
kentucky,grant,other,378,176
kentucky,grant,the dem,1910,2205
kentucky,grant,trump,7268,8725
kentucky,graves,other,613,253
kentucky,graves,the dem,3308,3559
kentucky,graves,trump,12671,13206
kentucky,grayson,other,394,130
kentucky,grayson,the dem,1959,2400
kentucky,grayson,trump,8219,9453
kentucky,green,other,129,54
kentucky,green,the dem,832,920
kentucky,green,trump,4372,4838
kentucky,greenup,other,581,239
kentucky,greenup,the dem,4146,4873
kentucky,greenup,trump,11546,13064
kentucky,hancock,other,261,91
kentucky,hancock,the dem,1244,1351
kentucky,hancock,trump,2788,3145
kentucky,hardin,other,2227,1008
kentucky,hardin,the dem,13944,18101
kentucky,hardin,trump,26970,29832
kentucky,harlan,other,256,110
kentucky,harlan,the dem,1372,1494
kentucky,harlan,trump,9129,9367
kentucky,harrison,other,314,119
kentucky,harrison,the dem,2031,2400
kentucky,harrison,trump,5435,6334
kentucky,hart,other,213,116
kentucky,hart,the dem,1730,1908
kentucky,hart,trump,5320,6345
kentucky,henderson,other,839,319
kentucky,henderson,the dem,6707,7639
kentucky,henderson,trump,12159,12730
kentucky,henry,other,373,122
kentucky,henry,the dem,1828,2142
kentucky,henry,trump,4944,5843
kentucky,hickman,other,51,27
kentucky,hickman,the dem,449,458
kentucky,hickman,trump,1657,1714
kentucky,hopkins,other,754,313
kentucky,hopkins,the dem,4310,5439
kentucky,hopkins,trump,15277,15757
kentucky,jackson,other,129,55
kentucky,jackson,the dem,482,605
kentucky,jackson,trump,4889,5453
kentucky,jefferson,other,21548,7186
kentucky,jefferson,the dem,190836,228288
kentucky,jefferson,trump,143768,150619
kentucky,jessamine,other,1688,588
kentucky,jessamine,the dem,6144,8567
kentucky,jessamine,trump,15474,17096
kentucky,johnson,other,279,134
kentucky,johnson,the dem,1250,1608
kentucky,johnson,trump,8043,8450
kentucky,kenton,other,4776,1720
kentucky,kenton,the dem,24213,32265
kentucky,kenton,trump,42958,48123
kentucky,knott,other,161,60
kentucky,knott,the dem,1245,1412
kentucky,knott,trump,4357,4779
kentucky,knox,other,366,147
kentucky,knox,the dem,1761,2114
kentucky,knox,trump,9885,11012
kentucky,larue,other,290,112
kentucky,larue,the dem,1278,1504
kentucky,larue,trump,4799,5685
kentucky,laurel,other,792,389
kentucky,laurel,the dem,3440,4474
kentucky,laurel,trump,20592,23234
kentucky,lawrence,other,181,84
kentucky,lawrence,the dem,1045,1238
kentucky,lawrence,trump,4816,5633
kentucky,lee,other,72,41
kentucky,lee,the dem,444,459
kentucky,lee,trump,2151,2159
kentucky,leslie,other,77,44
kentucky,leslie,the dem,400,446
kentucky,leslie,trump,4015,4321
kentucky,letcher,other,299,110
kentucky,letcher,the dem,1542,1799
kentucky,letcher,trump,7293,7226
kentucky,lewis,other,150,74
kentucky,lewis,the dem,785,823
kentucky,lewis,trump,4363,4986
kentucky,lincoln,other,358,170
kentucky,lincoln,the dem,1865,2254
kentucky,lincoln,trump,7338,8489
kentucky,livingston,other,186,54
kentucky,livingston,the dem,887,939
kentucky,livingston,trump,3570,4010
kentucky,logan,other,366,185
kentucky,logan,the dem,2755,3094
kentucky,logan,trump,7778,9067
kentucky,lyon,other,127,36
kentucky,lyon,the dem,1045,1092
kentucky,lyon,trump,2789,3100
kentucky,madison,other,2112,970
kentucky,madison,the dem,11793,15580
kentucky,madison,trump,23431,27353
kentucky,magoffin,other,120,59
kentucky,magoffin,the dem,1172,1213
kentucky,magoffin,trump,3824,4174
kentucky,marion,other,308,93
kentucky,marion,the dem,2679,2722
kentucky,marion,trump,5122,6113
kentucky,marshall,other,694,233
kentucky,marshall,the dem,3672,4071
kentucky,marshall,trump,12322,13297
kentucky,martin,other,87,31
kentucky,martin,the dem,363,403
kentucky,martin,trump,3503,3496
kentucky,mason,other,302,119
kentucky,mason,the dem,1970,2362
kentucky,mason,trump,4944,5477
kentucky,mccracken,other,1386,511
kentucky,mccracken,the dem,9134,11190
kentucky,mccracken,trump,20774,21820
kentucky,mccreary,other,100,46
kentucky,mccreary,the dem,664,725
kentucky,mccreary,trump,5012,5664
kentucky,mclean,other,197,75
kentucky,mclean,the dem,988,1074
kentucky,mclean,trump,3381,3633
kentucky,meade,other,543,294
kentucky,meade,the dem,3026,3632
kentucky,meade,trump,8660,10184
kentucky,menifee,other,70,41
kentucky,menifee,the dem,700,750
kentucky,menifee,trump,2010,2311
kentucky,mercer,other,449,196
kentucky,mercer,the dem,2395,3033
kentucky,mercer,trump,7700,8506
kentucky,metcalfe,other,152,78
kentucky,metcalfe,the dem,976,975
kentucky,metcalfe,trump,3491,3959
kentucky,monroe,other,112,45
kentucky,monroe,the dem,601,657
kentucky,monroe,trump,4278,4628
kentucky,montgomery,other,430,214
kentucky,montgomery,the dem,3158,3630
kentucky,montgomery,trump,7856,8993
kentucky,morgan,other,136,66
kentucky,morgan,the dem,1006,1172
kentucky,morgan,trump,3630,4297
kentucky,muhlenberg,other,389,189
kentucky,muhlenberg,the dem,3272,3544
kentucky,muhlenberg,trump,9393,10496
kentucky,nelson,other,908,354
kentucky,nelson,the dem,6434,7188
kentucky,nelson,trump,13430,15703
kentucky,nicholas,other,96,33
kentucky,nicholas,the dem,787,955
kentucky,nicholas,trump,1957,2408
kentucky,ohio,other,376,141
kentucky,ohio,the dem,2080,2404
kentucky,ohio,trump,7942,8582
kentucky,oldham,other,2116,781
kentucky,oldham,the dem,10268,14504
kentucky,oldham,trump,20469,22651
kentucky,owen,other,192,66
kentucky,owen,the dem,1062,1098
kentucky,owen,trump,3745,4292
kentucky,owsley,other,29,9
kentucky,owsley,the dem,256,216
kentucky,owsley,trump,1474,1670
kentucky,pendleton,other,239,88
kentucky,pendleton,the dem,1164,1322
kentucky,pendleton,trump,4604,5515
kentucky,perry,other,278,138
kentucky,perry,the dem,2136,2350
kentucky,perry,trump,8158,8118
kentucky,pike,other,633,227
kentucky,pike,the dem,4277,4862
kentucky,pike,trump,19740,20279
kentucky,powell,other,172,97
kentucky,powell,the dem,1272,1367
kentucky,powell,trump,3513,4041
kentucky,pulaski,other,926,432
kentucky,pulaski,the dem,4208,5664
kentucky,pulaski,trump,22900,25441
kentucky,robertson,other,32,9
kentucky,robertson,the dem,222,253
kentucky,robertson,trump,759,884
kentucky,rockcastle,other,164,72
kentucky,rockcastle,the dem,915,1134
kentucky,rockcastle,trump,5609,6577
kentucky,rowan,other,373,184
kentucky,rowan,the dem,3295,3880
kentucky,rowan,trump,5174,5994
kentucky,russell,other,218,104
kentucky,russell,the dem,1093,1329
kentucky,russell,trump,6863,7506
kentucky,scott,other,1413,622
kentucky,scott,the dem,7713,10564
kentucky,scott,trump,15052,17764
kentucky,shelby,other,1101,412
kentucky,shelby,the dem,6276,8076
kentucky,shelby,trump,13196,15054
kentucky,simpson,other,308,163
kentucky,simpson,the dem,2144,2681
kentucky,simpson,trump,5077,5888
kentucky,spencer,other,396,162
kentucky,spencer,the dem,1921,2530
kentucky,spencer,trump,7196,8737
kentucky,taylor,other,431,173
kentucky,taylor,the dem,2553,2961
kentucky,taylor,trump,8320,9376
kentucky,todd,other,120,89
kentucky,todd,the dem,1042,1202
kentucky,todd,trump,3612,4060
kentucky,trigg,other,230,97
kentucky,trigg,the dem,1587,1791
kentucky,trigg,trump,4928,5487
kentucky,trimble,other,138,80
kentucky,trimble,the dem,879,1012
kentucky,trimble,trump,2771,3227
kentucky,union,other,179,82
kentucky,union,the dem,1331,1529
kentucky,union,trump,4701,4965
kentucky,warren,other,22994,1084
kentucky,warren,the dem,16966,22477
kentucky,warren,trump,28683,31790
kentucky,washington,other,197,97
kentucky,washington,the dem,1420,1644
kentucky,washington,trump,4013,4482
kentucky,wayne,other,190,110
kentucky,wayne,the dem,1431,1700
kentucky,wayne,trump,6370,7430
kentucky,webster,other,168,73
kentucky,webster,the dem,1240,1412
kentucky,webster,trump,4397,4506
kentucky,whitley,other,390,228
kentucky,whitley,the dem,2067,2552
kentucky,whitley,trump,11312,12567
kentucky,wolfe,other,78,43
kentucky,wolfe,the dem,753,839
kentucky,wolfe,trump,1804,2097
kentucky,woodford,other,905,319
kentucky,woodford,the dem,4958,6530
kentucky,woodford,trump,7697,8362
maine,androscoggin,other,4311,2476
maine,androscoggin,the dem,23009,27617
maine,androscoggin,trump,28227,29268
maine,aroostook,other,2275,1174
maine,aroostook,the dem,13287,13956
maine,aroostook,trump,19270,21080
maine,cumberland,other,11235,7571
maine,cumberland,the dem,102749,128759
maine,cumberland,trump,57642,59584
maine,franklin,other,1549,776
maine,franklin,the dem,6991,8069
maine,franklin,trump,7888,8754
maine,hancock,other,2360,1325
maine,hancock,the dem,16108,19369
maine,hancock,trump,13682,14982
maine,kennebec,other,5231,2992
maine,kennebec,the dem,29302,34902
maine,kennebec,trump,31675,34721
maine,knox,other,1557,940
maine,knox,the dem,12449,15110
maine,knox,trump,9157,9982
maine,lincoln,other,1535,917
maine,lincoln,the dem,10241,12684
maine,lincoln,trump,9727,10256
maine,oxford,other,2933,1357
maine,oxford,the dem,12744,14755
maine,oxford,trump,17579,17698
maine,penobscot,other,5865,3595
maine,penobscot,the dem,32977,37713
maine,penobscot,trump,40490,44825
maine,piscataquis,other,663,336
maine,piscataquis,the dem,3045,3517
maine,piscataquis,trump,5292,6143
maine,sagadahoc,other,1648,997
maine,sagadahoc,the dem,10664,13528
maine,sagadahoc,trump,9304,9755
maine,somerset,other,1913,1030
maine,somerset,the dem,8878,10199
maine,somerset,trump,14602,16644
maine,waldo,other,1889,1025
maine,waldo,the dem,10440,12345
maine,waldo,trump,10378,11196
maine,washington,other,1181,615
maine,washington,the dem,5870,6761
maine,washington,trump,8995,10194
maine,york,other,8147,5036
maine,york,the dem,54895,71189
maine,york,trump,49770,54817
maryland,allegany,other,1509,597
maryland,allegany,the dem,7875,9158
maryland,allegany,trump,21270,20886
maryland,anne arundel,other,19259,8973
maryland,anne arundel,the dem,128419,172823
maryland,anne arundel,trump,122403,127821
maryland,baltimore,other,22793,10321
maryland,baltimore,the dem,218412,258409
maryland,baltimore,trump,149477,146202
maryland,baltimore city,other,11524,4827
maryland,baltimore city,the dem,202673,207260
maryland,baltimore city,trump,25205,25374
maryland,calvert,other,3007,1180
maryland,calvert,the dem,18225,22587
maryland,calvert,trump,26176,25346
maryland,caroline,other,736,416
maryland,caroline,the dem,4009,5095
maryland,caroline,trump,9368,10283
maryland,carroll,other,7066,3653
maryland,carroll,the dem,26567,36456
maryland,carroll,trump,58215,60218
maryland,cecil,other,2751,1214
maryland,cecil,the dem,13650,16809
maryland,cecil,trump,28868,29439
maryland,charles,other,3348,1748
maryland,charles,the dem,49341,62171
maryland,charles,trump,25614,25579
maryland,dorchester,other,567,356
maryland,dorchester,the dem,6245,6857
maryland,dorchester,trump,8413,8764
maryland,frederick,other,9633,4258
maryland,frederick,the dem,56522,77675
maryland,frederick,trump,59522,63682
maryland,garrett,other,668,328
maryland,garrett,the dem,2567,3281
maryland,garrett,trump,10776,12002
maryland,harford,other,8734,4161
maryland,harford,the dem,47077,63095
maryland,harford,trump,77860,80930
maryland,howard,other,12112,5239
maryland,howard,the dem,102597,129433
maryland,howard,trump,47484,48390
maryland,kent,other,570,270
maryland,kent,the dem,4575,5329
maryland,kent,trump,4876,5195
maryland,montgomery,other,28330,12952
maryland,montgomery,the dem,357837,419569
maryland,montgomery,trump,92704,101222
maryland,prince george's,other,13525,8557
maryland,prince george's,the dem,344049,379208
maryland,prince george's,trump,32811,37090
maryland,queen anne's,other,1557,840
maryland,queen anne's,the dem,7973,10709
maryland,queen anne's,trump,16993,18741
maryland,somerset,other,363,167
maryland,somerset,the dem,4196,4241
maryland,somerset,trump,5341,5739
maryland,talbot,other,1174,547
maryland,talbot,the dem,8653,11062
maryland,talbot,trump,10724,10946
maryland,washington,other,3864,1511
maryland,washington,the dem,21129,26044
maryland,washington,trump,40998,40224
maryland,wicomico,other,2299,1218
maryland,wicomico,the dem,18050,22054
maryland,wicomico,trump,22198,22944
maryland,worcester,other,1310,560
maryland,worcester,the dem,9753,12560
maryland,worcester,trump,17210,18571
massachusetts,barnstable,other,9252,4207
massachusetts,barnstable,the dem,72430,91994
massachusetts,barnstable,trump,54099,55311
massachusetts,berkshire,other,5064,2002
massachusetts,berkshire,the dem,43714,51705
massachusetts,berkshire,trump,16839,18064
massachusetts,bristol,other,17157,8115
massachusetts,bristol,the dem,129540,153377
massachusetts,bristol,trump,105443,119872
massachusetts,dukes,other,797,328
massachusetts,dukes,the dem,8400,9914
massachusetts,dukes,trump,2477,2631
massachusetts,essex,other,26744,12564
massachusetts,essex,the dem,222310,267198
massachusetts,essex,trump,136316,144837
massachusetts,franklin,other,3979,1772
massachusetts,franklin,the dem,24478,30030
massachusetts,franklin,trump,10364,11201
massachusetts,hampden,other,14826,7527
massachusetts,hampden,the dem,112590,125948
massachusetts,hampden,trump,78685,87318
massachusetts,hampshire,other,7036,2689
massachusetts,hampshire,the dem,55367,63362
massachusetts,hampshire,trump,21790,22281
massachusetts,middlesex,other,56582,25195
massachusetts,middlesex,the dem,520360,617196
massachusetts,middlesex,trump,219793,226956
massachusetts,nantucket,other,470,183
massachusetts,nantucket,the dem,4146,5241
massachusetts,nantucket,trump,1892,1914
massachusetts,norfolk,other,26153,12436
massachusetts,norfolk,the dem,221819,273312
massachusetts,norfolk,trump,119723,125294
massachusetts,plymouth,other,20295,9013
massachusetts,plymouth,the dem,135513,173630
massachusetts,plymouth,trump,115369,121227
massachusetts,suffolk,other,17111,8105
massachusetts,suffolk,the dem,245751,270522
massachusetts,suffolk,trump,50421,58613
massachusetts,worcester,other,33491,14465
massachusetts,worcester,the dem,198778,248773
massachusetts,worcester,trump,157682,171683
michigan,alcona,other,246,73
michigan,alcona,the dem,1732,2142
michigan,alcona,trump,4201,4848
michigan,alger,other,265,61
michigan,alger,the dem,1663,2053
michigan,alger,trump,2585,3014
michigan,allegan,other,3553,1241
michigan,allegan,the dem,18050,24455
michigan,allegan,trump,34183,41393
michigan,alpena,other,711,283
michigan,alpena,the dem,4877,6000
michigan,alpena,trump,9090,10686
michigan,antrim,other,652,241
michigan,antrim,the dem,4448,5960
michigan,antrim,trump,8469,9748
michigan,arenac,other,356,129
michigan,arenac,the dem,2384,2774
michigan,arenac,trump,4950,5928
michigan,baraga,other,170,48
michigan,baraga,the dem,1156,1478
michigan,baraga,trump,2158,2512
michigan,barry,other,1951,637
michigan,barry,the dem,9114,11797
michigan,barry,trump,19202,23471
michigan,bay,other,2941,981
michigan,bay,the dem,21642,26186
michigan,bay,trump,28328,33157
michigan,benzie,other,574,181
michigan,benzie,the dem,4108,5480
michigan,benzie,trump,5539,6601
michigan,berrien,other,3889,1434
michigan,berrien,the dem,29495,37438
michigan,berrien,trump,38647,43519
michigan,branch,other,816,313
michigan,branch,the dem,5061,6159
michigan,branch,trump,11786,14064
michigan,calhoun,other,3251,1177
michigan,calhoun,the dem,24157,28869
michigan,calhoun,trump,31494,36219
michigan,cass,other,1061,384
michigan,cass,the dem,7270,9130
michigan,cass,trump,14243,16699
michigan,charlevoix,other,756,222
michigan,charlevoix,the dem,5137,6939
michigan,charlevoix,trump,8674,9841
michigan,cheboygan,other,665,245
michigan,cheboygan,the dem,4302,5437
michigan,cheboygan,trump,8683,10186
michigan,chippewa,other,936,311
michigan,chippewa,the dem,5379,6648
michigan,chippewa,trump,9122,10681
michigan,clare,other,635,219
michigan,clare,the dem,4249,5191
michigan,clare,trump,8505,10842
michigan,clinton,other,2440,861
michigan,clinton,the dem,16492,21968
michigan,clinton,trump,21636,25098
michigan,crawford,other,367,102
michigan,crawford,the dem,2110,2672
michigan,crawford,trump,4354,5087
michigan,delta,other,935,338
michigan,delta,the dem,6436,7606
michigan,delta,trump,11121,13207
michigan,dickinson,other,662,228
michigan,dickinson,the dem,3923,4744
michigan,dickinson,trump,8580,9617
michigan,eaton,other,3545,1230
michigan,eaton,the dem,24938,31299
michigan,eaton,trump,27609,31798
michigan,emmet,other,1186,379
michigan,emmet,the dem,6972,9662
michigan,emmet,trump,10616,12135
michigan,genesee,other,9217,3256
michigan,genesee,the dem,102751,119390
michigan,genesee,trump,84175,98714
michigan,gladwin,other,554,186
michigan,gladwin,the dem,3794,4524
michigan,gladwin,trump,8124,9893
michigan,gogebic,other,386,96
michigan,gogebic,the dem,2925,3570
michigan,gogebic,trump,4018,4600
michigan,grand traverse,other,3211,1042
michigan,grand traverse,the dem,20965,28683
michigan,grand traverse,trump,27413,30502
michigan,gratiot,other,899,331
michigan,gratiot,the dem,5666,6693
michigan,gratiot,trump,9880,12102
michigan,hillsdale,other,1045,382
michigan,hillsdale,the dem,4799,5883
michigan,hillsdale,trump,14095,17037
michigan,houghton,other,1130,373
michigan,houghton,the dem,6018,7750
michigan,houghton,trump,8475,10378
michigan,huron,other,639,216
michigan,huron,the dem,4581,5490
michigan,huron,trump,10693,12731
michigan,ingham,other,7757,2653
michigan,ingham,the dem,79110,94209
michigan,ingham,trump,43868,47634
michigan,ionia,other,1804,651
michigan,ionia,the dem,8352,10901
michigan,ionia,trump,16635,20657
michigan,iosco,other,661,227
michigan,iosco,the dem,4345,5373
michigan,iosco,trump,8345,9759
michigan,iron,other,231,80
michigan,iron,the dem,2004,2493
michigan,iron,trump,3675,4216
michigan,isabella,other,1602,523
michigan,isabella,the dem,11404,14081
michigan,isabella,trump,12338,14833
michigan,jackson,other,4089,1494
michigan,jackson,the dem,25795,31995
michigan,jackson,trump,39793,47372
michigan,kalamazoo,other,7794,2867
michigan,kalamazoo,the dem,67148,83686
michigan,kalamazoo,trump,51034,56823
michigan,kalkaska,other,428,188
michigan,kalkaska,the dem,2279,3003
michigan,kalkaska,trump,6114,7436
michigan,kent,other,19758,7183
michigan,kent,the dem,138683,187915
michigan,kent,trump,148180,165741
michigan,keweenaw,other,93,23
michigan,keweenaw,the dem,527,672
michigan,keweenaw,trump,814,862
michigan,lake,other,230,89
michigan,lake,the dem,1939,2288
michigan,lake,trump,3159,3946
michigan,lapeer,other,2412,801
michigan,lapeer,the dem,12734,16367
michigan,lapeer,trump,30037,35484
michigan,leelanau,other,744,187
michigan,leelanau,the dem,6774,8795
michigan,leelanau,trump,7239,7916
michigan,lenawee,other,2758,915
michigan,lenawee,the dem,16750,20918
michigan,lenawee,trump,26430,31541
michigan,livingston,other,5802,1995
michigan,livingston,the dem,34384,48220
michigan,livingston,trump,65680,76982
michigan,luce,other,142,50
michigan,luce,the dem,681,842
michigan,luce,trump,1756,2109
michigan,mackinac,other,263,79
michigan,mackinac,the dem,2085,2632
michigan,mackinac,trump,3744,4304
michigan,macomb,other,17949,6404
michigan,macomb,the dem,176317,223952
michigan,macomb,trump,224665,263863
michigan,manistee,other,704,227
michigan,manistee,the dem,4979,6107
michigan,manistee,trump,6915,8321
michigan,marquette,other,2209,711
michigan,marquette,the dem,16042,20465
michigan,marquette,trump,14646,16286
michigan,mason,other,872,240
michigan,mason,the dem,5281,6802
michigan,mason,trump,8505,10207
michigan,mecosta,other,1036,404
michigan,mecosta,the dem,5827,7375
michigan,mecosta,trump,10305,13267
michigan,menominee,other,522,174
michigan,menominee,the dem,3539,4316
michigan,menominee,trump,6702,8117
michigan,midland,other,2838,901
michigan,midland,the dem,15635,20458
michigan,midland,trump,23846,27643
michigan,missaukee,other,350,139
michigan,missaukee,the dem,1565,1967
