,precinct,office,party_detailed,party_simplified,mode,votes,county_name,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,state,writein,state_po,state_cen,state_ic,date,readme_check,magnitude
520403,9999,US PRESIDENT,,,TOTAL,-2,CHARLEVOIX,{STATISTICAL ADJUSTMENTS},26029,BRIAN T CARROLL,STATEWIDE,PRESIDENT,MICHIGAN,TRUE,MI,34,23,2020-11-03,TRUE,1
520404,9999,US PRESIDENT,,,TOTAL,-1,TUSCOLA,{STATISTICAL ADJUSTMENTS},26157,BRIAN T CARROLL,STATEWIDE,PRESIDENT,MICHIGAN,TRUE,MI,34,23,2020-11-03,TRUE,1
520573,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-1648,EATON,{STATISTICAL ADJUSTMENTS},26045,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520574,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-924,CLINTON,{STATISTICAL ADJUSTMENTS},26037,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520575,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-35,BAY,{STATISTICAL ADJUSTMENTS},26017,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520576,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-9,CLARE,{STATISTICAL ADJUSTMENTS},26035,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520577,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-5,MONROE,{STATISTICAL ADJUSTMENTS},26115,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520578,9999,US PRESIDENT,DEMOCRAT,DEMOCRAT,TOTAL,-1,KALKASKA,{STATISTICAL ADJUSTMENTS},26079,JOSEPH R BIDEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520607,9999,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-27,MONTMORENCY,{STATISTICAL ADJUSTMENTS},26119,JO JORGENSEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520608,9999,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-19,EATON,{STATISTICAL ADJUSTMENTS},26045,JO JORGENSEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520609,9999,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-5,CLINTON,{STATISTICAL ADJUSTMENTS},26037,JO JORGENSEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520610,9999,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-3,BAY,{STATISTICAL ADJUSTMENTS},26017,JO JORGENSEN,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520641,9999,US PRESIDENT,US TAXPAYERS PARTY,OTHER,TOTAL,-4,EATON,{STATISTICAL ADJUSTMENTS},26045,DON BLANKENSHIP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520642,9999,US PRESIDENT,US TAXPAYERS PARTY,OTHER,TOTAL,-1,CLARE,{STATISTICAL ADJUSTMENTS},26035,DON BLANKENSHIP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520675,9999,US PRESIDENT,GREEN,OTHER,TOTAL,-9,EATON,{STATISTICAL ADJUSTMENTS},26045,HOWIE HAWKINS,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520676,9999,US PRESIDENT,GREEN,OTHER,TOTAL,-4,CLINTON,{STATISTICAL ADJUSTMENTS},26037,HOWIE HAWKINS,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520677,9999,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BAY,{STATISTICAL ADJUSTMENTS},26017,HOWIE HAWKINS,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520709,9999,US PRESIDENT,NATURAL LAW PARTY,OTHER,TOTAL,-2,EATON,{STATISTICAL ADJUSTMENTS},26045,"ROCQUE ""ROCKY"" DE LA FUENTE",STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520710,9999,US PRESIDENT,NATURAL LAW PARTY,OTHER,TOTAL,-1,CLINTON,{STATISTICAL ADJUSTMENTS},26037,"ROCQUE ""ROCKY"" DE LA FUENTE",STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520743,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-314,CLINTON,{STATISTICAL ADJUSTMENTS},26037,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520744,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-309,EATON,{STATISTICAL ADJUSTMENTS},26045,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520745,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-32,BAY,{STATISTICAL ADJUSTMENTS},26017,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520746,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-18,CLARE,{STATISTICAL ADJUSTMENTS},26035,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520747,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-12,MONROE,{STATISTICAL ADJUSTMENTS},26115,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
520748,9999,US PRESIDENT,REPUBLICAN,REPUBLICAN,TOTAL,-2,SANILAC,{STATISTICAL ADJUSTMENTS},26151,DONALD J TRUMP,STATEWIDE,PRESIDENT,MICHIGAN,FALSE,MI,34,23,2020-11-03,TRUE,1
689506,001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689508,001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689511,002,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689512,002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689513,002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689514,002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689518,003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689519,003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689520,003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689523,004,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689524,004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689525,004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689526,004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689529,005,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689530,005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689531,005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689532,005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689535,007,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689536,007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689537,007,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689538,007,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689542,008,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689543,008,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689544,008,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689548,009,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689549,009,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689550,009,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689553,010,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689554,010,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689555,010,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689556,010,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689559,011,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689560,011,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689561,011,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689562,011,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689565,012,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689566,012,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689567,012,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689568,012,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689571,013,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689572,013,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689573,013,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689574,013,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689577,014,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689578,014,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689579,014,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689580,014,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689583,015,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689584,015,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689585,015,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689586,015,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689590,016,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689591,016,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689592,016,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689595,017,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689596,017,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689597,017,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689598,017,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689601,018,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689602,018,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689603,018,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689604,018,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689607,019,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689608,019,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689609,019,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689610,019,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689613,020,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689614,020,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689615,020,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689616,020,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689619,021,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689620,021,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689621,021,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689622,021,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689625,022,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,COLFAX,COLFAX,35007,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689626,022,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689627,022,US PRESIDENT,GREEN,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689628,022,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,COLFAX,COLFAX,35007,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689635,PCT 001,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689636,PCT 001,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689637,PCT 001,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689640,PCT 001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689641,PCT 001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689642,PCT 001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689643,PCT 001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689644,PCT 001,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689645,PCT 001,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689646,PCT 001,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
